guid	text_a	most-value	in-decrease	speci	cmp	more-less	trend
93244-0	希望中学地理实验小组对某城市四个住宅小区的环境进行观察测算得到了白天晴天6:00至18:00的温升数据并绘制了图13图14.(基准温度取某日平均温度根据二，分析下垫面的吸收率对小区温升的影响及原因	0	0	0	1	0	0
93244-1	希望中学地理实验小组对某城市四个住宅小区的环境进行观察测算得到了白天晴天6:00至18:00的温升数据并绘制了图13图14.(基准温度取某日平均温度根据分析风速与热岛强度的关系与原因。	0	0	0	1	0	0
93244-2	希望中学地理实验小组对某城市四个住宅小区的环境进行观察测算得到了白天晴天6:00至18:00的温升数据并绘制了图13图14.(基准温度取某日平均温度分析该实验小组研究成果对小区建筑规划和设计有何启发	0	0	0	1	0	0
93245-0	希望中学地理实验小组对某城市四个住宅小区的环境进行观察测算得到了白天晴天6:00至18:00的温升数据并绘制了图13图14.(基准温度取某日平均温度根据二，分析下垫面的吸收率对小区温升的影响及原因	0	0	0	1	0	0
93245-1	希望中学地理实验小组对某城市四个住宅小区的环境进行观察测算得到了白天晴天6:00至18:00的温升数据并绘制了图13图14.(基准温度取某日平均温度根据分析风速与热岛强度的关系与原因。	0	0	0	1	0	0
93245-2	希望中学地理实验小组对某城市四个住宅小区的环境进行观察测算得到了白天晴天6:00至18:00的温升数据并绘制了图13图14.(基准温度取某日平均温度分析该实验小组研究成果对小区建筑规划和设计有何启发	0	0	0	1	0	0
93556-0	说明造成①、②两地年均温差异及以①、③两地年降水量差异的原因：	0	0	0	1	0	0
93556-1	分析④地降水量高于地的原因。	0	0	0	1	0	0
93556-2	分析⑥、⑦两地年均温接近，但降水量差异较大的原因。	0	0	0	1	0	0
93577-0	由于价格下跌，产品滞销，豆农的生产积极性大受打击，纷纷减产或转产，我国东北大豆生产呈现萎缩之势。你认为应采取哪些措施，使东北大豆生产走出困境，重振雄风。	0	0	0	1	0	0
93577-1	生态农业作为农业的可持续发展之路在东北大豆产区近年来得到一定的发展和推广，试分析图示生态农业模式的好处。	0	0	0	1	0	0
93577-2	本地区有大面积的沼泽分布。近几年来，我国逐渐停止了在本地区的农垦项目，试分析这一措施的生态意义。	0	0	0	1	0	0
93636-0	ABC三个城市的气候资料表分析②地区气候对农业生产的影响。	0	0	0	1	1	0
93652-0	根据说明1990-2005年我国电能生产结构的变化，并分析其原因。	0	0	0	1	0	0
93652-1	中A省与沿海其他省区电能供需有什么不同试简要说明其原因。	0	0	0	1	1	0
93652-2	我国的水能资源主要分布在长江水系雅鲁藏布江水系黄河水系和珠江水系。从地区分布来看，我国水能资源开发的有利条件有哪些	0	0	0	1	1	0
93700-0	分别说明中两条运河的地理意义。	0	0	0	1	0	0
93758-0	图是世界某区域略图，表为该区域中③地的气候资料，和表，完成下列问题：描述③地的气候特征。	1	0	0	0	1	0
93759-0	资源-环境-社会-经济复合系统和谐度指标体系由资源环境子系统资源丰度环境压力环境治理环保水平等经济子系统经济总量经济质量经济结构等和社会子系统人口状况基础设施科技进步城市发展等组成。图是我国某城市群2000-200年资源-环境-社会-经济复合系统和谐度变化趋势图，表是和谐度等级划分表。试分析2000-2008年我国某城市群资源-环境-社会-经济复合系统和谐度变化特点	0	1	0	0	0	1
93759-1	资源-环境-社会-经济复合系统和谐度指标体系由资源环境子系统资源丰度环境压力环境治理环保水平等经济子系统经济总量经济质量经济结构等和社会子系统人口状况基础设施科技进步城市发展等组成。图是我国某城市群2000-200年资源-环境-社会-经济复合系统和谐度变化趋势图，表是和谐度等级划分表。资源环境子系统和谐度变化趋势如何简析其原因。	0	1	0	0	0	1
93759-2	资源-环境-社会-经济复合系统和谐度指标体系由资源环境子系统资源丰度环境压力环境治理环保水平等经济子系统经济总量经济质量经济结构等和社会子系统人口状况基础设施科技进步城市发展等组成。图是我国某城市群2000-200年资源-环境-社会-经济复合系统和谐度变化趋势图，表是和谐度等级划分表。社会子系统和谐度的变化趋势如何简析其原因。	0	1	0	0	0	1
93898-0	我国喀斯特地貌面积很广，气候是我国南北方喀斯特地貌发育差异的主导因素。2011年，我国将至少投入25亿元，大力推进石漠化综合治理。我国三个喀斯特地貌区的相关数据表，阅读下列材料，问题。分析年降水量年平均气温与年溶蚀率之间的内在关系。	0	0	0	1	0	0
93898-1	我国喀斯特地貌面积很广，气候是我国南北方喀斯特地貌发育差异的主导因素。2011年，我国将至少投入25亿元，大力推进石漠化综合治理。我国三个喀斯特地貌区的相关数据表，阅读下列材料，问题。试评价喀斯特地貌对当地经济活动的影响	0	0	0	1	0	0
93913-0	城市是人类活动对地理环境影响最深刻的地方，优越的地理环境更有利于城市的发展。我国东部M市的相关材料，下面的问题。描述M市气候三要素之间的关系。	1	0	0	0	1	0
93917-0	根据，A城市所在国适宜开发风能还是太阳能并说明理由。	1	0	0	0	1	0
93917-1	结合三和所学的知识分析世界许多国家大力发展风电的原因。	1	0	0	0	1	0
93989-0	2011年1月，云南省多个地区发生低温冻害，给社会经济带来许多不利影响，阅读下列材料，问题。说出云南省此次低温冻害的主要发生区域并分析原因。	0	0	0	1	0	0
93989-1	2011年1月，云南省多个地区发生低温冻害，给社会经济带来许多不利影响，阅读下列材料，问题。请评价云南省农业结构的合理性。	0	0	0	1	0	0
94027-0	根据丹麦能源领域相关数据统计表，说明2005年较1980年丹麦能源结构的主要变化。	1	0	0	0	0	1
94027-1	从表中可以看出，多年来丹麦CO2的排放量持续减少，其主要原因是什么	0	1	0	1	0	1
94027-2	依据，简述丹麦自1993年后GDP增长与能耗的关系，推测其形成原因。	0	1	0	1	0	1
94044-0	我国某河流河段流域示意图及相关资料，下列问题。该河段水系流域面积约13万平方千米，流域内平均降水量为375.3毫米/年。历史上的辽金时期，这里曾经水草丰美牲畜兴旺，现在该地不仅为重要的农业区，同时矿产也得到进一步开发。近20年以来，该河流多次出现断流现象。表 A城市水文站的河流断流统计依图中所示信息和所学的知识可以确定，该流域所处地带在我国自然环境中有着多方面过渡性的特点，请至少答出两项。	0	0	0	1	1	0
94044-1	我国某河流河段流域示意图及相关资料，下列问题。该河段水系流域面积约13万平方千米，流域内平均降水量为375.3毫米/年。历史上的辽金时期，这里曾经水草丰美牲畜兴旺，现在该地不仅为重要的农业区，同时矿产也得到进一步开发。近20年以来，该河流多次出现断流现象。表 A城市水文站的河流断流统计据表简要说明20世纪90年代以来该河上游来水量的变化趋势，并解释其原因。	0	0	0	1	1	0
94109-0	随着社会的不断发展，城市化发展速度也在加快，试说明城市化过程的具体表现以及推动城市化过程的主要动力。	0	1	0	0	0	1
94109-1	试说明英国和美国城市化进程中出现的主要问题，这对当今我国城市化发展有哪些借鉴意义。	0	0	0	1	0	1
94139-0	部分国家劳动力工资和产值对比在全球第一轮产业转移时，美国产业转向德国而没有转向英国。结合表格说明其原因。	0	0	0	1	0	0
94139-1	部分国家劳动力工资和产值对比全球第三轮产业转移，使中国成为世界工厂”。运用所学知识简述其原因。	0	0	0	1	0	0
94139-2	部分国家劳动力工资和产值对比全球三轮产业转移，对美国产业发展带来了什么影响对我们国家产业发展有何启示	0	0	0	1	0	0
94165-0	根据下列图文材料，有关问题。依据和，描述该地区的气候特点，并分析成因。	1	0	0	0	1	0
94169-0	简述乙图所示地区的地形特征。	1	0	0	1	1	0
94169-1	分析MN两地降水季节分配的差异，并简述M地降水季节分配的原因。	1	0	0	1	1	0
94169-2	分析两地河流在开发利用上的主要差异，并分析原因。	1	0	0	1	1	0
94176-0	根据资料一，说明1980-2002年珠江三角洲地区产业结构的变化趋势。	0	1	0	0	0	0
94176-1	从资料三可以获得发达国家第二产业与第三产业对人口城市化发展贡献度变化的哪些地理信息比较左图与右图，可以看出我国第二产业与第三产业对人口城市化发展贡献度的变化存在哪些不同特点	0	1	0	0	0	0
94177-0	根据资料一，说明1980-2002年珠江三角洲地区产业结构的变化趋势。	0	0	0	1	0	0
94177-1	从资料三可以获得发达国家第二产业与第三产业对人口城市化发展贡献度变化的哪些地理信息比较左图与右图，可以看出我国第二产业与第三产业对人口城市化发展贡献度的变化存在哪些不同特点	0	0	0	1	0	0
94213-0	中国对韩国的农产品出口占据较大优势，试分析原因。	0	0	1	0	0	0
94268-0	2009年10月16-28日山东省成功主办了第十一届全运会。下面图及材料下列问题。表2007年山东省主要经济指标在全国位次全运会全面展示了山东省的经济实力。近年来山东省地区生产总值稳居全国第二。在全运会期间，一批山东制造闪耀在赛场内外。承接产业转移，形成优势产业，建设制造业基地的道路标志着山东企业走向更高的舞台。概括山东省经济发展的优势条件。	0	0	1	0	1	0
94268-1	2009年10月16-28日山东省成功主办了第十一届全运会。下面图及材料下列问题。表2007年山东省主要经济指标在全国位次全运会全面展示了山东省的经济实力。近年来山东省地区生产总值稳居全国第二。在全运会期间，一批山东制造闪耀在赛场内外。承接产业转移，形成优势产业，建设制造业基地的道路标志着山东企业走向更高的舞台。分析承接产业转移对山东经济社会环境的影响。	0	0	1	0	1	0
94268-2	2009年10月16-28日山东省成功主办了第十一届全运会。下面图及材料下列问题。表2007年山东省主要经济指标在全国位次全运会全面展示了山东省的经济实力。近年来山东省地区生产总值稳居全国第二。在全运会期间，一批山东制造闪耀在赛场内外。承接产业转移，形成优势产业，建设制造业基地的道路标志着山东企业走向更高的舞台。分析京杭大运河经过黄河向北以后的流向及原因。	0	0	1	0	1	0
94333-0	A分析海南岛发展旅游业，在环境保护方面应该注意的问题。	0	0	0	1	0	0
94348-0	从风向地形洋流等因素，对比分析1月与7月表中两城市降水差异的原因。	0	0	0	1	0	0
94348-1	图9中新西兰的库克海峡与图10中澳大利亚的巴斯海峡所处的纬度差不多，但库克海峡的风浪远大于巴斯海峡，这是为什么	0	0	0	1	0	0
94486-0	表1 山东省与全国及部分省份城市化水平比较单位%）表2 山东省17地市2006年城市化水平比较单位%）1资料，分析说明2003-2007年山东省城市化特点。	0	0	0	1	0	1
94486-1	表1 山东省与全国及部分省份城市化水平比较单位%）表2 山东省17地市2006年城市化水平比较单位%）根据表2，分析说明山东省城市化水平较高地区的主要分布特点，并分析原因。	0	0	0	1	0	1
94500-0	图甲示意我国某区域的水系分布。某学校研究性学习小组对图甲中的M地进行实地考察，并查阅了相关资料，发现近30年来M地生态环境明显改善。图乙示意M地的等高线分布，表格示意M地的土地利用结构变化。表，下列问题。甲                          乙M地的等高线地形图单位：mN湖泊周围的平原地区是我国重要的商品粮生产基地，其名称是什么试评价其成为商品粮生产基地的有利条件。	0	0	0	1	0	0
94508-0	图为某地区等高线地形图，图中甲地气候资料，据图表下列问题。简述该地区的地形特点及东西两岸大陆架的特点。	1	0	0	0	1	0
94508-1	图为某地区等高线地形图，图中甲地气候资料，据图表下列问题。简要分析甲地5-10月气温的变化及其原因。	1	0	0	0	1	0
94508-2	图为某地区等高线地形图，图中甲地气候资料，据图表下列问题。在甲乙丙三地中，最适合建港口的是哪里说出你的理由。	1	0	0	0	1	0
95380-0	土地利用结构调整的需要，科研人员对某生态脆弱区的农业土地利用拟定了三种方案表1表2）。据此完成下列要求。表1农业用地构成表2经济与环境效益比较以方案A为比较的基准你认为哪一种方案有利于该地区农业可持续发展，并说明理由。	0	0	0	1	0	0
95381-0	土地利用结构调整的需要，科研人员对某生态脆弱区的农业土地利用拟定了三种方案表1表2）。据此完成下列要求。表1农业用地构成表2经济与环境效益比较以方案A为比较的基准你认为哪一种方案有利于该地区农业可持续发展，并说明理由。	0	0	0	1	0	0
95604-0	阅读下列材料，有关问题。天津与太原空气质量周报表2009年1月说出两城市主要污染物产生的人为原因。	0	0	0	1	0	0
95936-0	27太阳升落地平的方位随季节纬度而异，日出日落点偏角是指日出日落点分别相对于正东和正西的偏角。读表二三，下列问题。表二：北京39°54′N不同日期的日出日落点偏角表三：同一日期的不同纬度日出日落点偏角据表二归纳不同日期的日出点和日落点偏角与太阳直射点位置的关系	0	0	0	1	0	1
95936-1	27太阳升落地平的方位随季节纬度而异，日出日落点偏角是指日出日落点分别相对于正东和正西的偏角。读表二三，下列问题。表二：北京39°54′N不同日期的日出日落点偏角表三：同一日期的不同纬度日出日落点偏角据表三归纳同一日期的不同纬度日出日落点偏角的变化规律。	0	0	0	1	0	1
96149-0	地下水埋藏深度能反映一个地区水资源的丰富程度。廊坊市地下水等埋深线图”（埋深即埋藏深度和廊坊市地下水埋深过程线图下列问题。简述廊坊市地下水埋藏深度的时间和空间分布规律。	0	1	0	0	0	1
96161-0	材料，下列问题。据，指出本次海冰形成的重要自然原因，并分析其对经济活动产生的危害。	0	1	0	0	0	1
96178-0	阅读材料及，并结合所学知识下列问题。据表概括南京客源特点，并评价敦煌客源市场条件。	0	0	0	1	0	0
96188-0	和材料，下列问题。说出可持续发展基本内涵在表2中的具体体现。	0	0	0	1	0	0
96223-0	为我国某地区城市发展变化示意图为G城人口变化示意图下列问题。据归纳出1950-2007年间，该地区城市发展变化的特征。	0	1	0	0	0	1
96253-0	描述中自然观光人文观光游憩地集中分布特点，并说明自然观光游憩地分布特点的主要成因。	0	1	0	0	0	1
96481-0	城市化是人类历史发展的必然，积极稳妥推进新型城镇化是我国现阶段扩大内需的最大潜力。11，比较1950年以后发展中国家与发达国家城市化进程的异同点。	0	1	0	1	0	1
96558-0	和资料，下列问题。结合，比较黑龙江省江苏省的谷物单产特点，说明其自然原因。	0	0	0	1	0	0
96623-0	海平面上升对人类生存环境有着重大影响。图14为我国沿海海平面变化图，，第题说明2012年与其它年份相比，我国沿海海平面的变化特点并分析导致海平面上升的直接原因。	0	1	0	0	0	1
96633-0	阅读相关材料，下列问题。，概括韩国城市化发展的特点	0	1	0	0	0	1
96907-0	为广东广西自然地理条件和甘蔗主产区分布略图。1990-2010年广东广西甘蔗生产状况统计表]。为用甘蔗作为原料生产乙醇的产业链示意图。说出1990-2010年广西甘蔗主产区分布的变化方向。	0	1	0	1	0	1
97158-0	为习近平主席2015年9月出访美国的行程示意图，为西雅图与纽约月均温统计表。下列问题。说出习主席访美期间纽约正午太阳高度和日出时间的变化。	0	1	0	1	0	1
97199-0	城市化是对人类影响巨大的社会发展过程。，对比中英两国城市化水平从30%提升到50%的发展阶段过程中的差异。	0	1	0	1	0	1
97321-0	国家政治的演进区域城市的变迁都记录并折射着社会的发展。概述深圳市变化的表现及主要影响因素。	0	1	0	0	0	1
97417-0	分析海南省游客数量季节差异的原因及其对当地旅游业造成的不利影响。	0	1	0	0	0	1
97458-0	图11-12](7456/7457)，下列问题。结合，说明马来西亚天然橡胶产量的变化及其原因。	0	1	0	1	0	1
97500-0	根据上表，概述三林的生态效益。	0	0	1	0	0	0
97677-0	我国是一个耕地资源相对短缺的国家，比较不同区域的耕地资源变化与经济发展的关系，对协调人地关系实现区域可持续发展具有重要的现实意义20世纪90年代以来苏州徐州经济发展水平比较表，比较两地GDP和GDP每增加亿元占用的耕地面积变化的共同性和差异性	0	1	0	1	0	1
97702-0	充分认识区域地理特征，因地制宜发展经济，保护生态，是实现区域可持续发展的基本要求比较分析A地所在省第二产业比重变化的特征。对该省工业的发展，有人提出今后应大力发展外向型农副产品深加工工业。你是否赞同，请说明理由	0	1	0	1	1	1
97705-0	表6为2007年气象卫星监测的我国西南三省林区火灾次数统计表。下列问题。说明西南三省林区火灾发生的时间分布特征，并分析其原因。	0	0	0	1	1	0
97783-0	由于地理条件和历史发展的进程不同，区域发展水平和方向也存在差异。我们应以其他国家区域发展的历史为鉴，充分发挥区位优势，走具有中国特色的可持续发展之路对比分析工业区形成和发展的区位优势，完成表2内容	0	1	0	1	0	1
97801-0	表1为珠江淮河流域有关数据对比表。并问题。淮河流域水资源利用率远高于珠江流域的主要原因是	0	0	0	1	0	0
97816-0	阅读分析材料和图表，结合有关知识，完成下列各题根据古马里帝国所处的地理环境。分析其兴盛的可能原因。	0	0	0	1	0	0
97842-0	结合图文材料，问题第六次全国人口普查显示，乙省人口总数超过了甲省，居全国首位。请结合图表信息简述其原因。	0	0	0	1	0	0
97940-0	表3为我国西北某区域三个年份各类盐渍化土壤面积调节表。问题。分析该区域1990-2010年土壤盐渍化变化的特点。	0	1	0	1	0	1
97972-0	图13示意中国东部某区域。据表4归纳R河三角洲经济区土地利用结构变化的特点，并指出该变化对自然地理环境可能产生的不利影响。	0	1	0	1	0	1
98206-0	图15示意洪涝年份鄱阳湖与长江相连河段的水位变化。问题。说出滨湖地区涝灾最可能发生的时间，简析产生涝灾的自然原因。	0	0	0	1	1	0
98268-0	自古以来，“南方丝绸之路就是我国西南地区与东南亚南亚国家的贸易通道。甲地损失比乙地大，主要是由于甲地的地震引发了灾害，此灾害是如何形成的请利用两条信息加以说明。	0	0	0	1	0	0
98304-0	概述广东省1994-2009年粮食产量和粮食产需差量变化的基本特征，并简述原因。	0	1	0	0	0	1
98515-0	比较冬夏季太白山南北坡气温垂直递减率的差异。	0	1	0	1	0	1
100065-0	是我国中部某省三次产业就业比重变化图。小题。下列有关该省经济发展的叙述，正确的是。	0	0	0	1	0	1
100065-1	是我国中部某省三次产业就业比重变化图。小题。为推动该省经济发展，提高就业水平，应积极发展。	0	0	0	1	0	1
100180-0	为1980年至2004年我国服装产业空间集中度示意图，由此图可以看出该类产业将直接导致我国	0	1	0	0	1	0
100226-0	地理集中度表示产业在区域空间的集聚程度，数值越小，集中度越低，反之越高。我国三大产业的地理集中度变化曲线图，完成下列问题。近30年以来，我国三大产业空间格局呈现的变化是	0	0	0	1	1	1
100311-0	该图为江苏某市1994-2008年三次产业比重变化示意图”。完成问题对该市产业结构变化说法正确的是	0	0	0	1	0	1
100311-1	该图为江苏某市1994-2008年三次产业比重变化示意图”。完成问题该市人地关系特征可概括为	0	0	0	1	0	1
100414-0	为我国东部地区某市国内生产总值及三大产业结构变化曲线图，下列各题。图中代表第三产业的是	0	1	0	1	0	0
100414-1	为我国东部地区某市国内生产总值及三大产业结构变化曲线图，下列各题。下列有关该市产业结构的描述，正确的是	0	1	0	1	0	0
100669-0	为欧洲北美中国三地区域电网实时负荷率变化曲线。负荷率是指用电量与发电厂的设计最大供电量的比值。完成下列小题。abc分别表示	0	0	0	1	1	0
100669-1	为欧洲北美中国三地区域电网实时负荷率变化曲线。负荷率是指用电量与发电厂的设计最大供电量的比值。完成下列小题。图中三大区域电网	0	0	0	1	1	0
100881-0	图3示意我国及东部中部西部三大地带能源自给率的变化情况。完成问题。图中四条曲线代表西部地带的是	0	0	0	1	0	1
100881-1	图3示意我国及东部中部西部三大地带能源自给率的变化情况。完成问题。下列地区可以大量调出能源输往Ⅳ地带的是	0	0	0	1	0	1
102589-0	世界某大陆西岸降水量随纬度的变化曲线图，下列各题。该图表示的大陆可能是	1	1	0	0	0	0
102589-1	世界某大陆西岸降水量随纬度的变化曲线图，下列各题。该大陆F处沿海多大雾天气，其原因可能是	1	1	0	0	0	0
103112-0	中四条曲线分别表示北美南美澳大利亚和非洲四大陆西岸0°-40°范围内年降水量分布的状况。问题表示北美大陆西岸降水状况的是	1	0	0	1	0	0
103112-1	中四条曲线分别表示北美南美澳大利亚和非洲四大陆西岸0°-40°范围内年降水量分布的状况。问题M对应的地点年降水量少的主要原因是	1	0	0	1	0	0
103998-0	干旱是我国普遍存在的气象灾害。图A是我国某省区轮廓图，图B是楚雄常年逐月降水量与蒸发量对比图。下题。楚雄最严重的旱情多发生在	0	0	0	1	1	0
103998-1	干旱是我国普遍存在的气象灾害。图A是我国某省区轮廓图，图B是楚雄常年逐月降水量与蒸发量对比图。下题。导致图B中蒸发量最大季节出现在该时段的主要原因是	0	0	0	1	1	0
104370-0	该图为我国三个流域水灾受灾比受水灾的县域个数与总县域个数的比值多年平均的月变化图”。问题。三个流域水灾受灾比的特点有：	0	0	0	1	1	0
104370-1	该图为我国三个流域水灾受灾比受水灾的县域个数与总县域个数的比值多年平均的月变化图”。问题。当黄河流域水灾受灾比出现峰值时：	0	0	0	1	1	0
104792-0	该图为我国某省级行政区某年国内游客流量变化。完成问题。该省级行政区最可能是	0	1	0	0	1	0
104792-1	该图为我国某省级行政区某年国内游客流量变化。完成问题。关于该省级行政区游客流量的变化原因错误的是	0	1	0	0	1	0
105812-0	下列某地灾害成灾频次示意图下列小题。关于该地地理特征的叙述，可能的是①地形崎岖②全年降水丰富，年际变化大③地表基岩广布④地表岩石破碎，松散碎屑物多	1	1	0	0	1	0
105812-1	下列某地灾害成灾频次示意图下列小题。该地防御此类地质灾害的主要措施是	1	1	0	0	1	0
107830-0	少年儿童老年抚养比指某一人口中少年儿童老年人口数与劳动年龄人口数之比。是中国某城市1982-2000年人口抚养比单位：%）的变化。，该城市2000年后老年抚养比的变化，最主要是因为	0	1	0	1	0	1
107846-0	示意1995-2005年我国城市人口密度的变化。完成下题。据图示信息可推测，在1995-2005年间，我国	0	1	0	0	0	1
107846-1	示意1995-2005年我国城市人口密度的变化。完成下题。图示趋势可能导致我国城市	0	1	0	0	0	1
107888-0	，①、②、③、④四条曲线为发达国家发展中国家的老年人和少年儿童的人口年龄系数曲线图，下列各题。图中代表发达国家少年儿童和老年人的年龄系数的曲线分别是	0	0	0	1	1	1
107888-1	，①、②、③、④四条曲线为发达国家发展中国家的老年人和少年儿童的人口年龄系数曲线图，下列各题。发达国家和发展中国家老年人口系数超过少年儿童人口系数的时间依次是	0	0	0	1	1	1
107975-0	为我国2005-2034年分年龄段0-15岁16-59岁和60岁以上人口结构趋势图，图中①②③曲线代表不同年龄段。2011年9月，中国社科院发布报告称，2011年以后的30年里，中国人口老龄化将呈现加速发展态势。，下列各题。到2034年，我国0-15岁和16-59岁人口比重将分别达到约	0	0	0	0	0	1
107975-1	为我国2005-2034年分年龄段0-15岁16-59岁和60岁以上人口结构趋势图，图中①②③曲线代表不同年龄段。2011年9月，中国社科院发布报告称，2011年以后的30年里，中国人口老龄化将呈现加速发展态势。，下列各题。未来30年，我国人口老龄化的加速发展将最可能导致	0	1	0	1	0	1
107975-2	为我国2005-2034年分年龄段0-15岁16-59岁和60岁以上人口结构趋势图，图中①②③曲线代表不同年龄段。2011年9月，中国社科院发布报告称，2011年以后的30年里，中国人口老龄化将呈现加速发展态势。，下列各题。为应对老龄化对我国社会经济发展带来的负面影响，目前可采取的最可行的措施是	0	1	0	1	0	1
108010-0	为某国人口出生率和死亡率统计图下列各题。该国人口自然增长率最低的时期是	0	0	0	1	0	1
108010-1	为某国人口出生率和死亡率统计图下列各题。该国在20世纪末期的人口增长模式表现为	0	0	0	1	0	1
108091-0	运用数据图表可以分析社会人口变化现象，是某地区育龄妇女平均生育子女数变化曲线图。据图回答题。若图中所示变化趋势持续下去，最可能出现的是	0	1	0	0	0	1
108115-0	图表示近20年来我国人口的变化情况。完成题。甲乙丙分别表示	0	0	0	1	1	1
108115-1	图表示近20年来我国人口的变化情况。完成题。有关我国现阶段人口的叙述，正确的是	0	0	0	1	1	1
108357-0	图3为甲乙两国人口变化曲线完成6-8题：图3甲乙两国人口变化曲线有关甲乙两国人口增长模式的叙述，正确的是	0	0	0	1	1	1
108357-1	图3为甲乙两国人口变化曲线完成6-8题：从图中可以看出，人口增长模式的转变开始于	0	0	0	1	1	1
108357-2	图3为甲乙两国人口变化曲线完成6-8题：目前人口增长模式与乙国2000年人口增长模式一致的是	0	0	1	0	1	1
108385-0	是某国人口出生率和死亡率随时间的变化图，完成下面各题。该国人口数量最多的年份大约出现在	0	0	0	1	1	0
108385-1	是某国人口出生率和死亡率随时间的变化图，完成下面各题。目前，该国人口发展过程中面临的主要问题是	0	0	0	1	1	0
108443-0	人口的性别结构是指一个国家或地区两性人口数量的比例关系，它通常由性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口的数量。为四条人口性别比例曲线，下列各题。曲线②代表的性别比变化出现的地区是	0	0	0	1	1	1
108443-1	人口的性别结构是指一个国家或地区两性人口数量的比例关系，它通常由性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口的数量。为四条人口性别比例曲线，下列各题。20世纪80年代以来曲线②所示地区性别比较低的原因是	0	0	0	1	1	1
108443-2	人口的性别结构是指一个国家或地区两性人口数量的比例关系，它通常由性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口的数量。为四条人口性别比例曲线，下列各题。曲线①峰值的出现可能带来的问题有	1	0	0	0	1	0
108446-0	右图示意某国1940-2013年人口自然增长率变化情况。并结合所学知识下列各题。该国在图示时间段内，人口最多的年份可能是	0	0	1	0	0	0
108446-1	右图示意某国1940-2013年人口自然增长率变化情况。并结合所学知识下列各题。缓解该国目前人口问题的合理措施是	0	1	1	0	0	1
108510-0	我国通过实施计划生育政策来控制人口增长，取得了显著效果。为我国人口年增长曲线图。图中信息可以说明	0	1	0	0	1	1
108559-0	是某国1960-2010年人口出生率和死亡率变化图，下列各题。该国人口数量减少的时间大约是	0	0	0	1	1	0
108559-1	是某国1960-2010年人口出生率和死亡率变化图，下列各题。目前，该国面临的主要人口问题是	0	0	0	1	1	0
108700-0	老年人并非一个同质群体，按照年龄可将其分为低龄老年人60-69岁中龄老年人70-79岁和高龄老年人80岁以上）。据图可知	0	0	0	1	0	1
108760-0	人口的性别结构是指一个国家或地区两性人口数量的比例关系，通常用性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口数量。图为四个国家或地区人口性别比例曲线判断题：在这四条曲线中，人口性别比较为合理的是：	0	0	1	1	1	0
108760-1	人口的性别结构是指一个国家或地区两性人口数量的比例关系，通常用性别比这个指标加以度量。性别比为平均每100名女性所对应的男性人口数量。图为四个国家或地区人口性别比例曲线判断题：若图中的曲线②代表珠江三角洲工业区的性别比例，造成20世纪80年代以来性别比较低的原因主要是：	0	0	1	1	1	0
108784-0	图是某个国家二战后经济发展时期人口出生率死亡率和自然增长率的变动示意，问题：在20世纪末到21世纪初，该国人口再生产类型属于典型的	0	1	0	1	1	0
108784-1	图是某个国家二战后经济发展时期人口出生率死亡率和自然增长率的变动示意，问题：根据甲图所示的人口变化趋势，今后该国人口工作的主要任务是	0	0	0	1	1	1
108784-2	图是某个国家二战后经济发展时期人口出生率死亡率和自然增长率的变动示意，问题：在乙图中，①、②、③、④四点所示人口年龄构成情况能够与该国1995年人口出生率死亡率和自然增长率情况相符的是	0	0	0	1	1	1
108873-0	据专家预测，香港的年龄在65岁及65岁以上的人口将在2050年达到237.3万人，2045-2050年间，增长速度仅为1.9。老龄化率在2025年突破1/5，2033年突破1/4。为中国中国香港马来西亚泰国四个国家地区2010-2050年龄结构在65岁及65岁以上人口比重图。，完成下列小题。图中①②③④四条曲线表示香港2010-2005年老年人口预测的是	0	1	0	1	1	0
108873-1	据专家预测，香港的年龄在65岁及65岁以上的人口将在2050年达到237.3万人，2045-2050年间，增长速度仅为1.9。老龄化率在2025年突破1/5，2033年突破1/4。为中国中国香港马来西亚泰国四个国家地区2010-2050年龄结构在65岁及65岁以上人口比重图。，完成下列小题。针对材料反映的香港认可问题，当地政府应	0	1	0	1	1	0
108916-0	我国东部沿海某地区2004-2012年人口增长情况示意图”。完成下列问题。有关该地区人口增长的正确叙述是	0	1	0	1	1	0
108916-1	我国东部沿海某地区2004-2012年人口增长情况示意图”。完成下列问题。目前该地区	0	1	0	1	1	0
108918-0	为20世纪以来美国底特律市城市人口总数变化图。权威机构推测其2100年将变空城”。推断底特律成为空城的原因	0	1	0	0	0	1
109168-0	2001-2007年江苏省人口增长图中江苏人口增长总量变化的主要原因是地区间	0	0	0	1	0	1
109260-0	改革开放后中国流动人口逐年增加，我国1988-2010年流动人口增长曲线图，完成小题。近年来，我国人口流动的主要方向是	0	0	0	0	0	1
109260-1	改革开放后中国流动人口逐年增加，我国1988-2010年流动人口增长曲线图，完成小题。下列因素中与我国改革开放后流动人口迅速增长关系最不密切的是	0	0	0	0	0	1
109318-0	我国近年来流动人口增长曲线图”。下列因素中与我国流动人口迅速增加关系密切的是	0	0	0	0	0	1
110263-0	北极冰川面积逐月变化图完成下题。北冰洋冰川面积最小值推迟至9月份出现的原因是	1	0	0	1	1	0
